Id_Direccion;Dirección;referencia_direc
348;CALLE LARGA 9-82 Y PADRE AGUIRRE;
349;huaynacapac 3-60 sangurima; chola cuencana 
350;5 DE FEBRERO 4-70 Y 3 DE NOVIEMBRE;
351;AZUAY 160-48 OLMEDO Y BERNARDO VALDIVIESO;A MEDIA CUADRAS DEL PARQUE DE LAS FLORES
352;AV. PASEO DE LOS CAÑARIS 5-32 YANAHURCO; El restaurant, está ubicado en la Av. Paseo de los Cañaris, a lado de la lavadora de carros. 
353;VIA ANTIGUA GIRON PASAJE;
354;AV. ESPAÑA 2-27 NUÑEZ DE BONILLA;A UNA CUADRA DEL REDONDEL DE LA CHOLA CUENCANA
355;LAS HERRERIAS  1-35 AV. 12 DE ABRIL; JUNTO A LA IGLESIA EL VERGEL 
356;LOS PINOS 1-100 AV ORDOÑEZ LAZO;A 6 CUADRAS DEL HOTEL ORO VERDE
357;TURI;
358;AV. 8 DE ABRIL 536 Y MOZART SAFADY;
359;AV. HURTADO DE MENDOZA 11-08 Y AV. PASEO DE LOS CAÑARIS;
360;AV. 27 DE FEBRERO 6-42 ARTURO VALENCIA;A CIENTO CINCUENTA METROS DE LA ESCUELA DE BOMBEROS
361;CALLE DEL PEREJIL S/N SECTOR PUMAYANGA;
362;JUAN JOSE FLORES S/N ALFREDO BAQUERIZO;SEGURO ANTIGUO
363;JUAN JARAMILLO 6-11 Y HERMANO MIGUEL;
364;AV. DE LAS AMERICAS 3-69 Y ANTONIO VALLEJO;
365;9 DE OCTUBRE Y GRAN COLOMBIA ;
366;PRESIDENTE CORDOVA 11-49 TARQUI; A 50 METROS DE LA PLAZOLETA SAN FRANCISCO 
367;AV DE LAS AMERICAS SN GRAN COLOMBIA; FRENTE SUPERMAXI DE LAS AMERICAS 
368;JUAN MONTALVO 7-11 Y PRESIDENTE CORDOVA;
369;MARIANO CUEVA 7-21 PRESIDENTE CORDOVA; SE PUEDE LLEGAR A PARTIR DEL AEROPUERTO O TERMINAL TERRESTRE, TOMANDO LA AV. ESPAÑA HASTA EL REDONDEL DE LA CHOLA CUENCANA, DE ALLI,&nbsp TOMANDO LA AV. HUAYNA CAPAC HASTA LA CALLE BOLIVAR,&nbsp  CUATRO CUADRAS HASTA LA CALLE MARIANO CUEVA, A LA IZQUIERDA, ANTES DE LLEGAR A LA INTERSECCION CON LA PRESIDENTE CORDOVA, A LA DERECHA SE ENCUENTRA HOTEL RÍOS DEL VALLE. 
370;SUCRE  12-42 JUAN MONTALVO;DETRAS  DE LA  IGLESIA EL SENACULO
371;CALLE LARGA 11-07 Y GENERAL TORRES;
372;CARRETERA C S/N CALLE H;SECTOR CABAPLAN FRENTE AL HOTEL PUNTO VERDE
373;VIA PRINCIPAL A PAUTE;
374;CALLE VIEJA 11-73 Y ELIA LIUT;
375;FEDERICO PROAÑO 3-64 Y HONORATO LOTOLA;
376;"FELIPE II Y CIRCUNVALACION SUR, C.C. MALL DEL RIO, PLANTA BAJA, ""ISLA""";
377;CHALLUABAMBA;
378;AV.12DE ABRIL Y FLOREANA;
379;CARLOS ARIZAGA VEGA E ISAURO RODRIGUEZ;
380;CALLE LARGA 8-41 LUIS CORDERO;A MEDIA CUADRA DE LAS ESCALINATAS(JUANA DE ORO)
381;JULIO MATOVELLE Y TAMARIZ;
382;CARLOS QUINTO 312 ISABEL LA CATÓLICA;FRENTE A LA ESCUELA VELASCO IBARRA
383;PRESIDENTE CORDOVA 1-25;
384;BALTAZARA DE CALDERON 3-14 y MIGUEL HEREDIA;
385;AV. REMIGIO CRESPO S/N LATINOAMERICNA;DIAGONAL REDONDEL LOS TETEMS
386;Remigio Crespo Toral s/n latinoamericana; Sector los Totems en la Unidad Nacional. 
387;PRESIDENTE CORDOVA 5-24 Y MARIANO CUEVA;
388;MARISCAL SUCRE  3-50 TOMAS ORDOÑEZ; Centro a dos cuadras del Parque Calderon 
389;AV. ANTONIO GIL S/N MALECON;
390;Avenida Jaime Roldos  7-35 y 9 de Octubre ; A dos cuadras del Parque central&nbsp  
391;HONORATO VASQUEZ 6-28 HERMANO MIGUEL;A UNA CUADRA DE LA IGLESIA LA MERCED
392;JOSÉ JOAQUÍN DE OLMEDO 3-92 AV. ESPAÑA;DETRÁS DEL BANCO DEL AUSTRO
393;PRESIDENTE CORDOVA 1-1140 Y MANUEL VEGA;
394;VIA A RICAURTE SECTOR 4 ESQUINAS;
395;;FRENTE A BAN ECUADOR
396;GONZALEZ SUAREZ S/N RAYOLOMA; PATIO DE COMIDAS MONAY SHOPPING 
397;JOSE PERALTA S/N CORNELIO MERCHAN; PATIO DE COMIDAS CENTRO COMERCIAL MILLENIUN&nbsp  
398;CULTURA COSANGA Y CULTURA JAMA COAQUE, SECTOR CHALLUABAMBA;
399;BENIGNO MALO 6-55 PRESIDENTE CORDOVA;CENTRO
400;;IGLESIA DE SAN BLAS
401;Av la republica Ecuador  0 Guayas ; Establecimiento de 3 pisos, frente a frigorificos de carnes AGUILAR, junto a asadero Galpon Criollo. 
402;VIA SAMBORONDON  S/N  KM. 1 1/2  -  EDIF. SAMBORONDON PLAZA, LOCAL #6;
403;HERNANDO DE LA CRUZ 3-12 ESTEVEZ DE TORAL;A UNA CUADRA DEL PARQUE DE LAS AMÉRICAS
404;VIA PRINCIPAL A CHIQUINTAD, SECTOR SAN ANDRES;
405;AV. DE LAS AMERICAS Y ALFONSO ANDRADE;
406;PAUCARBAMBA 3-118 Y FRANCISCO SOJOS;
407;CALLE DEL OBRERO 5-16 Y ARMENILLAS;
408;sector yungillapamba S/N s/n; via cuenca loja&nbsp  sector oña 
409;Mariscal Lamar 6-51 Hermano Miguel; esta ubicado a media cuadra del mercado 9 de octubre 
410;CAUPOLICAN Y YANAHURCO;
411;DE LA O.E.A. Q1 KINGSTON;A UNA CUADRA Y MEDIA DEL HOSPITAL JOSE CARRASCO ARTEAGA
412;cultura cosanga s/n cultura chirije; chaullubamba 
413;AV ORDOÑEZ LAZO KM 4;
414;AV HURTADO DE MENDOZA ;
415;LUIS CORDERO 21-74 Y AV DE LAS AMERICAS;
416;10 DE AGOSTO Y SUCRE;
417;VICENTE PEÑA REYES 5-26 Y COLON;
418;Panamericana S/N Autopista; Sector el Descanso, junto al puente. 
419;AV. GARCIA MORENO Y EFRAIN ROBLES;
420;AV. TSAFIQUI Y CESAR VALLEJO;
421;calle larga 8-27 luis cordero; frente al mondya blue 
422;MONTAÑITA CALLE 10 DE AGOSTO Y AV. PRIIMERA;
423;ARGENTINOS S/N CARLOS ZAMBRANO; FRENTE AL HOTEL QUINDELOMA, CASA TOMATE DE DOS PISOS 
424;CALLE LARGA 6-102 Y BORRERO;
425;ESTEVEZ DE TORAL 13/90 PIO BRAVO;EN LA MANZANA DEL HOSPITAL SAN MARTIN DE PORRES
426;AV. PRINCIPAL S/N KM 52;RECINTO EL ACHIOTE JUNTO A LA GASOLINERA OSO
427;AGUSTIN CUEVA Y REMIGIO CRESPO;
428;REMIGIO CRESPO 1-10 Y AV. SOLANO;
429;LEONIDAS PLAZA N21-223 Y VICENTE ramÓn ROCA;A TRES CUADRAS DE LA UNIVERSIDAD CATOLICA
430;CALLE ELIAS BRITO Y ATAHUALPA;
431;ESTEVES DE TORAL 8-91 BOLIVAR;SAN SEBASTIAN
432;MANUEL MORENO 4-05 CALLE CUENCA;FRENTE AL MERCADO 25 DE JUNIO
433;PACHACAMAC 2-50 Y AV. PASEO DE LOS CAÑARIS;
434;AV. PASEO DE LOS CAÑARIS Y LOS CACIQUES;
435;Simon Bolivar 6-22 Hermano Miguel; Junto a la Mutualista Azuay 
436;CALLE 25 DE JUNIO Y AYACUCHO,ESQ;
437;QUITO S/N DEL EJERCITO;FRENTE AL PARQUE CENTRAL
438;AUTOPISTA CUENCA MOLLETURO KM 3 S/N; FRENTE A COPERA 
439;OCTAVIO DIAZ 6-47 GARCIA MORENO; ATRAS DE LA SALA DE VELACIONES DEL MUNICIPIO DE CUENCA 
440;Avenida De Las Americas S/N Amazonas; Frente al centro comercial EL ARENAL junto al tunel de acceso del TRANVIA&nbsp  
441;MAX ULHE Y JORGE CARRERA ANDRADE;
442;VIA GIRON PASAJE;
443;CISNE ALTO A MEDIO KM DE LA AUTOPISTA AZOGUES CUENCA;
444;HERMANO MIGUEL 9-38 BOLIVAR;CENTRO
445;GRAN COLOMBIA No. 6-99 y BORRERO;
446;JUAN MONTALVO 7-23;
447;AV. INTEROCEANICA, SECTOR EL CABO;
448;LA CONDOMINE 13-66 Y AV. 3 DE NOVIEMBRE;
449;FRANCISCO MOSCOSO 4-31 RAFAEL TORRES; Desde el centro de la ciudad, tomar la calle Larga, seuir por Todos Santos, seguir por la avenida Paucarbamba inmediatamente después de pasar la Clínica Paucargamba, girar a la derecha, seguir por la calle Rafael Torres hasta llegar a la avenida Francisco Moscoso.    &nbsp     Otra ruta desde el centro de la ciudad, bajar por el Centenario y tomar la avenida Solano hasta el redondel de la avenida 10 de agosto, seguir por la avenida 10 de agosto hasta el semáforo de&nbsp la avenida Francisco Moscoso, girar a la izquierda, pasar una cuadra hasta el parque del ECU 911 
450;JUAN JARAMILLO 7-34 PRESIDENTE BORRERO;GIL RAMIREZ DAVALOS
451;ROBERTO AGUILAR S/N Y AV. 3 DE NOVIEMBRE;
452;VIA DOS MANGAS, KM 3.5  S/N RUTA DEL SPONDYLUS ;A DOSCIENTOS METROS DE LA LOTIZACION RINCON DE LA CASCADA
453;JUAN JARAMILLO 7-85 Y LUIS CORDERO ;
454;AV. PASEO DE LOS CAÑARIS 5-30 ENRIQUE GIL GILBERT;A DOS CUADRAS DEL COLEGIO CESAR DAVILA
455;PASEO DE LOS CAÑARIS 5-30;
456;Montufar N4-145 y Chile;A LADO GESTIÓN DE BIENES DEL MUNICIPIO
457;AV.  8 DE ABRIL S/N MOZART ZAFADI;
458;Av.Giron Pasaje S/N Loma de Lentag, via a San Josè de Balsapamba;LOMA DE LENTAG
459;GRAN COLOMBIA Y E DE TORAL;
460;LA GASCA OE5-205 y FERNANDO DE SANTILLAN;PISO: PB. SECTOR: FRENTE A ESC MIGUEL DEL HIERRO
461;ALEJO CENTENO S/N MALECÓN;A CIEN METROS DEL HOTEL COJIMIES
462;LUIS CORDERO 12-91 Y VEGA MUÑOZ;
463;CARLOS V N5 E ISABEL LA CATOLICA;
464;YANAHURCO S/N Y LOS ANDES;
465;EMILIO ABAD 507 SAMUEL ABAD;A CINCUENTA METROS DE COMEDOR MUNICIPAL
466;REMIGIO CRESPO S/N SANTA CRUZ;CENTRO COMERCIAL BATAN
467;GRAN COLOMBIA 2-07 MANUEL VEGA;A UNA CUADRA DEL PARQUE SAN BLAS
468;LUIS COREDERO 11 29 MARISCAL LAMAR; El hotel esta ubicado a dos cuadras del Parque Calderon ( Central) frente al calzado Damita. 
469;GRAN COLOMBIA  2-07 MANUEL VEGA; ATRAS DE SAN PARQUE SAN&nbsp  BLAS&nbsp  
470;HONORATO VASQUEZ 7-17 Y ANTONIO BORRERO;
471;FRANCISCO MOSCOSO 1-16 MIGUEL CORDERO DAVILA;CLINICA SANTA ANA
472;Bolivar s/n Coronel Talbot; el local se encuentra en los interiores del parque San Sebastian , frente a la pileta 
473;BENIGNO MALO 10-42 Y GRAN COLOMBIA;
474;GRAN COLOMBIA Y VICENTE REYES;
475;VIA CUENCA NARANJAL KM 32;
476;AV. MIGUEL JIJON 7 Y CALLE PEATONAL 1;A UNA CUADRA DEL NUEVO AEROPUERTO
477;Isauro Rodríguez s/n Miguel Ortega; Barrio La Florida, a 50 metros del club de recepciones Jardínes de San Joaquín. 
478;ANTONIO BORRERO 4-58 HONORATO VAZQUEZ ; Frente a la puerta principal&nbsp iglesia de la Merced&nbsp  
479;AV. DARÍO EGUIGUREN Y GUAYAQUIL;
480;GARCIA MORENO Y ARTURO SANCHEZ;
481;FELIPE II S/N CIRCUNVALACION SUR;CENTRO COMERCIAL MALL DEL RIO
482;PRIMERO DE SEPTIEMBRE Y CANTON MONTALVO, VIA MISICATA;
483;MERCADILLO 164-75 Y 24 DE MAYO;
484;ALFONSO MORENO MORA 2-01 Y FEDERICO PROAÑO;
485;BOLIVAR Y 10 DE AGOSTO;
486;PANAMERICA NORTE 2-36;
487;GASPAR SANGURIMA 2-45 MANUEL VEGA;A DOS CUADRAS DE LA PLAZA ROTARY
488;AV RICARDO DURAN BAÑOS;
489;PANAMERICANA SUR ENTRADA A AUTOPISTA;
490;PRESIDENTE CORDOVA 11-49 ENTRE TARQUI Y GENERAL TORRES;''
491;La madrid S/N Aranjuez; ubicado frente al terminal terrestre.&nbsp  
492;AV 12 DE OCTUBRE Y GONZALO PIZARRO;
493;AV. ORDOÑEZ LAZO NO. 3-11 Y LOS PINOS;
494;RICAURTE: VIA A LA MERCED A 1 KM.  SECTOR MOLINOPAMBA;
495;VIA AL VALLE S/N SECTOR EL COCO;EL VALLE
496;PUMAPUNGO Y PASEO DE LOS CAÑARIS;
497;JUAN MONTALVO 10-44 GRAN COLOMBIA; POR LA JUAN MONTALVO, PASA LA CALLE MARISCAL LAMAR, A MEDIA CUADRA ANTES DE&nbsp LA GRAN COLOMBIA&nbsp  
498;GRANADINAS 1-07 AMAZONAS;JUNTO A LA FERRETERIA AYALA
499;Versalles N20-53 y Bolivia;
500;FLORENCIA ASTUDILLO Y FEDERICO MALO;
501;PASEO 3 DE NOVIEMBRE Y BAJADA TODOS LOS SANTOS;
502;ORDOÑEZ LASSO S/N CALLE DE LA PIMIENTA;ORDOÑEZ LASSO
503;GASPAR SANGURIMA 2-42 MANUEL VEGA; SANGURIMA 2-42 Y MANUEL VEGA    &nbsp  
504;LUIS CORDERO YA V HEROES DE VERDELOMA;
505;AV 3 DE NOVIEMBRE Y 30 DE MAYO;
506;AV. 10 DE AGOSTO Y EDUARDO MALO;
507;ARANJUEZ 1-31 MADRID;FRENTE AL TERMINAL TERRESTRE
508;PASEO DE LOS CAÑARIS Y CAMILO EGAS;
509;PASEO DE LOS CAÑARIS Y CAMILO EGAS;
510;ROBERTO CRESPO Y AV DEL ESTADIO;
511;REMIGIO CRESPO 1-127 Y AV. DDEL ESTADIO;
512;REPÚBLICA DE BRASIL 3-201 REMIGIO CRESPO; FRENTE AL BATAN SHOPPING. 
513;AV. 12 DE ABRIL 11-05 Y FLORENCIA ASTUDILLO;
514;Calle Morona 1-36 Calle Cañar; La vivienda se encuentra ubicada a media cuadra del local comercial Casa de Reinas 
515;Las Antenas de Misicata casa 2 Calle Cantón Zapotillo; vivienda ubicada en la Ciudadela Solidaridad y Vida a cinco cuadras de la escuela ROOSEUD en el Barrio las Antenas de Misicata 
516;LLIRA ÑAN S35-53 Y SN;DIAGONAL A LA PLAZA QUITUMBE
517;VIA A UZHUPUD S/N S/N;PUENTE DE CERTAG
518;AV. HUAYNA CAPAC 1-100 Y PIO BRAVO;
519;GRAN COLOMBIA Y CORONEL TALBOT;
520;DEL BATAN 1-22 Y AV. 12 DE ABRIL;
521;VIA A SIGSIG S/N VIA SIGSIG;SECTOR GANZHUN BAJO, A UNA CUADRA DE LA IGLESIA ADVENTISTA
522;VIA A PATAMARCA Y SOR MARIA DE JESUS;
523;LA CONDAMINE 12-102 TARQUI;CRUZ DEL VADO
524;MIGUEL CORDERO 6-50 Y NICANOR AGUILAR;
525;LUIS CORDERO 5-92 Y JUAN JARAMILLO;
526;Av. Rodrigo de Chávez Oe11-05 y Francisco GÓmez;FRENTE AL BANCO DEL PICHINCHA
527;LA Y S-N BARRIO DEL GRAN PODER; A CINCO CUADRAS DE LA ESCUELA BUENA ESPERANZA 
528;CENTRO COMERCIAL MALL DEL RIO;
529;VARGAS Y RESTAURACION;
530;GUAPONDELIG 6-77;
531;HACIENDA LOS DOS PUENTES SECTOR VENTURA;
532;Hermano miguel 4.36 Calle larga;
533;FELIPE II 00 AUTOPISTA CUENCA AZOGUES;MAAL DEL RIO
534;AV. DE LAS AMERICAS S/N (FERIA LIBRE);
535;AV. RICARDO DURAN 5-27 NO TIENE ;JUNTO A LA HOSTAL BOEMIA DREAMS, FRENTA A LAS CANCHAS PLANETA FUTBOL
536;REMIGIO CRESPO Y MIGUEL DIAZ;
537;KM 21 VIA CUENCA GIRON Y CALLE VIEJA;
538;AV. MIRADOR DE TURI, A 150M DE LA IGLESIA DE TURI;
539;ULPIANO PAEZ N19-25 Y AV PATRIA;
540;SIMON BOLIVAR;
541;AV. 12 DE ABRIL S/N Y SAN SALVADOR;
542;CALLE LARGA 7-78 LUIS CORDERO;CENTRO
543;AV. GUIDO CHIRIBOGA DIAGONAL AL PARQUE CENTRAL DE LA COMUNA;
544;Isabel la Católica S/N 12 DE OCTUBRE; A una cuadra y media del redondel del regloj&nbsp de flores 
545;PRESIDENTE CORDOVA 4-84 Y MARIANO CUEVA;
546;CULTURA CONSANGA SN CULTURA CHIRIJE; CONSTRUCCION DE UNA PLANTA ENTRA LA CALLE CHALLUBAMBA 
547;SANGURIMA 1-58 Y HUAYNACAPAC;
548;VIA GIRON PASAJE ;
549;24 DE MAYO S/N SIXTO DURÁN BALLÉN;A MEDIA CUADRA DEL PARQUE CENTRAL.
550;av. 12 de abril 5-40 guayas; Estamos junto al río Tomebamba entre las calles Guayas y Remigio Tamariz 
551;HONORATO VAZQUEZ 7-10 Y BORRERO;
552;E59 ecuador Km 124 Via a Chilla; PASANDO EL RIO JUBONES 
553;AV. REMIGIO CRESPO Y SANTA CRUZ, C.C. EL BATAN SHOPING;
554;AV. MADERO VARGAS Y 16 AVA Y 17 AVA OESTE;
555;SIMON BOLIVAR 2-34 Y TOMAS ORDOÑEZ;
556;REMIGIO CRESPO 3-01 AGUSTIN CUEVA;REMIGIO CRESPO
557;REMIGIO CRESPO  N.- 2-19;
558;JULIA BERNAL;
559;madrid 1-44 av españa; frente al terminal terrestre 
560;AVENIDA GIL RAMIREZ DÁVALOS 1-90 ENTRE CALLE DEL CHORRO Y HÉROES DE VERDELOMA; Avenida Gil Ramirez Dávalos 1 -90, diagonal a la Clínica España, detrás del Terminal Terrestre. 
561;VICTOR ALBORNOZ S/N ALICIA ORDOÑEZ; SECTOR ESTADIO DE CASHAPATA 
562;PRESIDENTE CORDOVA 7-36 BORRERO;CENTRO
563;Aurelio Aguilar 2-122 Agustin Cueva; Frente al centro oftamologico Arichavala 
564;HUACAS 1-54 AV DE LAS AMERICAS;UNIVERSIDAD POLITECNICA
565;JUAN JARAMILLO 7-36 Y ANTONIO BORRERO;
566;CORNELIO MERCHAN 2-45 Y JOSE PERALTA;
567;24 DE MAYO Y LOS CHUGOS;
568;via a Sidcay S/N LA CALDERA; A 300 Metros del Colegio Miguel Prieto 
569;Remigio crespo S/N Brasil; A partir, del Terminal Terrestre o del Aeropuerto, tiene que movilizarse al Sector de la Feria Libre, para acceder a nuestro Hotel. 
570; Padre Aguirre 1529;
571;EL TABLON AUTOPISTA AZOGUES - CUENCA;
572;CENTRO COMERCIAL MILENIUM PLAZA;
573;AV PRIMERO DE MAYO S/N 12 DE OCTUBRE;QUINTA LUCRECIA
574;RIO PALORA S/N CURARAY;
575;REMIGIO CRESPO TORAL 4-33 RICARDO MUÑOZ DAVILA;SECTOR REMIGIO CRESPO
576;PRESIDENTE CORDOVA  8-40 LUIS CORDERO;
577;VIA AL VALLE Y ENTRADA A SAN ANTONIO DE GAPAL, SECTOR CHILCAPAMBA;
578;AV GONZALES SUARES S/n EMILIANO ZAPATA; CENTRO COMERCIAL MONAY SHOPPING 
579;ANTONIO ADUBIDE Y CARLOS SERRANO;
580;HONORATO VASQUEZ 7-36 PRESIDENTE BORRERO;FRENTE A LA IGLESIA DE LA MERCED
581;AV. PASEO DE LOS CAÑARIS Y CAMILO PONCE;
582;BENIGNO MALO 9-73 Y GRAN COLOMBIA;
583;ROBERTO CRESPO TORAL SN MIGUEL CORDERO DAVILA; A DOS CUADRAS DEL ESTADIO ALEJANDRO SERRANO AGUILAR 
584;AV DE LAS AMERICAS 2-99 Y ARRAYAN;
585;REMIGIO CRESPO TORAL 3-54 AGUSTIN CUEVA;REMIGIO CRESPO
586;CARLOS ARIZAGA VEGA. SAN JOAQUIN;
587;RAFAEL GALARZA;
588;HERMANO MIGUEL 5-84 JUAN JARAMILLO; &nbsp NOS ENCONTRAMOS EN EL CENTRO HISTORICO 
589;PASAJE FRANCISCO TALBOT No. 1-69;
590;PARROQUIA PRESIDENTE URBINA SECTOR 3 ESQUINAS;
591;29 de Mayo sin numero Kiruba; Centro Comercial Nantu Plaza    Tercero Piso, terraza.&nbsp  
592;Gaspar sangurima 1-49 Manuel Vega; Gaspar Sangurima 1-49 a media cuadra de la Chola Cuencana 
593;LA UNION, VIA ANTIGUA GIRON-PASAJE;
594;VIA A BARABON GRANDE SECTOR TENIS Y GOLF;
595;AV. SOLANO 4-82;
596;CALLES Y 31820 S/N AVE. 24 COORESA;A CUATRO CUADRAS DEL MALECON.
597;AV. 12 DE ABRIL 1-21 Y HERRERIAS;
598;VIA A LA LAGUNA DE BUSA, JUNTO A LA LAGUNA;
599;HUAYNA CAPAC SN GASPAR SANGURIMA; REDONDEL DE LA CHOLA CUENCANA EDIFICIO DE VIDRIOS AZULES UBICADO EN LA ESQUI9NA DE LA SANGURIMA Y LA hUAYNA cAPAC 
600;ANTONIO BORRERO 5-80 Y JUAN JARAMILLO;
601;EL ORO 3-66 Y AV. REMIGIO CRESPO;
602;SUCRE 9-110 Y PADRE AGUIRRE;
603;FELIPE II INTERIOR DEL MALL DEL RIO;
604;GENERAL TORRES Y AV LAS AMERICAS;
605;Av. Ricardo Durán 0000000 Calle la Pasada; Frente a la ferreteria Ancarsi&nbsp  
606;AV DON BOSCO 1-09 AV SOLANO;TRES PUENTES
607;Teniente Hugo Ortiz s/d Juan de Velasco; Frente a las piscinas del parque acuatico 
608;SIMON BOLIVAR  14-65 CORONEL TALBOT;FRENTE AL HOGAR MIGUEL LEÓN
609;AV. PICHINCHA Y LOJA;
610;FRANCISCO GONZALEZ Y ABDON CALDERON;
611;GIOVANNY FARINA 288 E ISLA ESPAÑOLA;
612;PASEO 3 DE NOVIEMBRE, JUNTO A LA ESCALINATA DE JUANA DE ORO;
613;SUCRE 2-01 Y HUAYNACAPAC;
614;AV DE LAS AMERICAS Y ARMENILLAS ;
615;JOSE PERALTA Y ABDON CALDERON;
616;SIMON BOLIVAR 10-31 Y PADRE AGUIRRE;
617;BOLIVAR Y PADRE AGUIRRE ESQUINA;
618;25 de junio S/N Mirador; A lado de la Iglesia 
619;CARLOS ARIZAGA VEGA S/N CALLE DEL RETORNO;SAN JOAQUIN
620;AV. SIMON BOLIVAR 2-37 LUNTUR; a una cuadra del parque central de Paute.&nbsp  
621;PANAMERICANA SUR KM 15 S/N CRUCE DE VIAS GIRON CUMBE;A 200 METROS DEL REDONDEL
622;AV- DE LAS AMERICAS L-7 Y AV. DEL CHOFER;
623;TERMINAL TERRESTRE REINA DEL CISNE;
624;CALLE PRINCIPAL SECTOR LA HIGUERA;
625;AV. LOJA Y DON BOSCO ESQ.;
626;PASEO 3 DE NOVIEMBRE Y PUENTE JUANA DE ARCO;
627;HONORATO VASQUEZ 5-66 HERMANO MIGUEL;A UNA CUADRA Y MEDIA DE LA IGLESIA DE LA MERCED
628;VICTOR J CUESTA Y VARGAS MACHUCA;
629;SIMON BOLIVAR Y JOSE MIGUEL BARZALLO;
630;IGNACIO NEIRA Y 10 DE AGOSTO;
631;JUAN JARAMILLO  2-56 TOMAS ORDOÑEZ ;A DOS CUADRAS DE LA HUAYNACAPAC 
632;OBELISCO DE ALOAG;
633;GIL RAMIREZ DAVALOS Y LADERAS;
634;PADRE SOLANO Y JUAN LEON MERA;
635;CALLE LARGA 8-81 BENIGNO MALO;A DOS CUADRAS DEL PARQUE CALDERON
636;PADRE AGUIRRE Y GRAN COLOMBIA;
637;CALLE CUENCA Y ELOY ALFARO;
638;AV. ELIA LIUT S/N GIL RAMIREZ DAVALOS;SUPERMAXI MIRAFLORES
639;DOMINGO COMÍN Y TANKAMASH;
640;VIA GIRON PASAJE ENTRADA A SANTA ISABEL;
641;CENTRO COEMRCIAL MILENIUM PLAZA;
642;BARRIO SANTA ROSA S/N PRINCIPAL /CASCOL PAJAN;
643;GENERAL TORRES 11-69 MARISCAL LAMAR;A 100 METROS DEL PARQUE MARIA AUXILIADORA 
644;ANTONIO BORRERO 10-69 MARISCAL LAMAR ;A UNA CUADRA Y MEDIA LA IGLESIA DE SAN ALFONSO
645;BENIGNO MALO 9-17 ENTRE BOLIVAR Y GRAN COLOMBIA;FRENTE AL PARQUEADERO TOSI
646;HERMANO MIGUEL 5-84 JUAN JARAMILLO;DIAGONAL AL MUSEO DE LAS CONCEPTAS
647;Rio Rivadeneira s/d Alberto Zambrano; Frente al Centro Comercial Los Toboganes 
648;AV RICARDO DURAN 5-29 SIN NOMBRE;A UNA CUADRA Y MEDIA DE LA HOSTERIA DURAN
649;MARISCAL SUCRE Y HUAYNACAPAC;
650;GRAN COLOMBIA 3-35 Y TOMAS ORDOÑEZ;
651;CALLE LARGA  8-15 LUIS CORDERO; A UNA CUADRA DE LA PLAZOLETA LA MERCED 
652;AV. DE LAS AMERICAS Y LUIS ALBERTO;
653;AV JAIME ROLDOS Y LUIS CORDERO;
654;;RAKAR PLAZA
655;CALLE GONZALO PEZANTES 745 Y ELOY ALFARO;
656;COLON Y AV. CAÑARIS;
657;PIO MONTUFAR #606 Y ALCEDO;
658;ADOLFO TORRES 3-149 Y FRANCISCO CARRASCO;
659;CARLOS SERRANO 6-78 Y 23 DE ENERO;
660;HURTADO DE MENDOZA Y JOSE J DE OLMEDO;
661;FEDERICO PROAÑO Y ROBERTO CRESPO;
662;13 de mayo s/n via ochoa leon ; sector colegio&nbsp Sudamericano, via ochoa leon&nbsp     &nbsp  
663;VIA A PATAMARCA S/N CUTUCHI; A MEDIA CUADRA DEL PARQUE INDUSTRIAL 
664;ANTONIO ELIZALDE E4-97 y LOS RíoS;DIAGONAL A LA CRUZ ROJA
665;Calle del Chorro SN Sebastian de Benalcazar; A una cuadra del terminal terrestre de Cuenca, frente al estacionamiento de buses urbanos 
666;AV. DE LAS AMERICAS Y MEXICO;
667;Veintimilla E4-162 y Av. Rio Amazonas;
668;AV. JAIME ROLDOS Y ANTONIO DELGADO;
669;AV. DE LAS AMERICAS Y 2 DE AGOSTO;
670;VICENTE P REYES 5-10 Y COLON;
671;INTERIOR DEL AEROPUERTO MARISCAL LAMAR;
672;PASEO 3 DE NOVIEMBRE Y PLAZOLETA DEL MOLINO ;
673;AV DEL ESTADIO 4-94 Y JOSE PERALTA;
674;AV. DON BOSCO 2-292 Y EL SALADO;
675;LUIS RIOS RODRIGUEZ Y JAIEM ROLDOS;
676;FELIPE 2 S/N CIRCUNVALCION SUR; INTERIOR DEL MALL DEL RIO 
677;VIA CUENCA LOJA KM 76 SUSUDEL;
678;A DE OCTUBRE Y JUAN BAUTISTA COBOS;
679;VARGAS MACHUCA 11-50 GASPAR SANGURIMA; FRENTE PLAZA ROTARY 
680;AV. REMIGIO CRESPO Y GUAYAS;
681;Calle larga 8-69 benigno malo; En plean interseccion de la calle larga y benigno malo se baja unos 30 metros en sentido del flujo del veihuculo y mano de derecha a lado de un edificio nuevo en plean calle larga encontrar el local con un letrero que dice chill &amp  chela brew pub junto a unso cajeros de la cooperativa CB 
682;AV. DE LAS AMERICAS Y 12 DE ABRIL;
683;AV MARIA AUXILIADORA S/N S/N;ESTADIO
684;Remigio Crespo 3-119 Remigio Remero; Junto a la pista de Bicicross &quot La Concordia&quot . 
685;BENIGNO MALO 6-34 JUAN JARAMILLO;A DOS CUADRAS DEL PARQUE CALDERON
686;Calle 24-A S/N M2; A una cuadra del Mall del Pacifico, diagonal al karaoke Candela 
